Dept.,Crs.,Sections,E/En,Prov.,R/O,Author,Title,Vl,Ed,Publisher,Cp,B,Price,Category,Picture,tax_status,tax_class,,Default
AB,101,A,132,47,R,BRUSTARD ET AL,ALIF BAA WITH DVDS INTRODUCTION TO ARABIC LETT,,3,LOGIN,,P,62.95,Textbook->Arabic->100,AB101A.JPG,taxable,standard-rate,,*
AB,101,B,132,47,R,BRUSTARD ET AL,ALIF BAA WITH DVDS INTRODUCTION TO ARABIC LETT,,3,LOGIN,,P,62.95,Textbook->Arabic->100,AB101B.JPG,taxable,standard-rate,,*
AB,201,A,46,8,R,BRUSTARD K,AL KITAAB FII TA CALLUM ARABIYYA/DVDS,,3,LOGIN,,P,87.95,Textbook->Arabic->200,AB201A.JPG,taxable,standard-rate,,
AF,101A,A,22,17,R,SEEMAN E,HURON WENDAT FEAST OF THE DEAD,,,LOGIN,20,P,21.95,Textbook->Faculty of Arts->100,AF101AA01.JPG,taxable,standard-rate,,
AF,101A,A,22,5,R,UBELAKER DH,HUMAN SKELETAL REMAINS EXCAVATION ANALYSIS INT,,,TAX,,,21.35,Textbook->Faculty of Arts->100,AF101AA02.JPG,taxable,standard-rate,,
AF,101B,A,22,10,R,LEDDY M,OUR FRIENDLY LOCAL TERRORIST,,,UTP,,,24.95,Textbook->Faculty of Arts->100,AF101BA.JPG,taxable,standard-rate,,
AF,101D,A,22,22,R,BRETON R,DIFFERENT GODS INTEGRATING NON CHRISTIAN MINOR,,,MCGILL,20,P,27.95,Textbook->Faculty of Arts->100,AF101DA01.JPG,taxable,standard-rate,,
AF,101D,A,22,22,R,SCOTT J,RELIGIONS OF CANADIANS,,,UTP,20,P,46.95,Textbook->Faculty of Arts->100,AF101DA02.JPG,taxable,standard-rate,,
AF,101E,A,0,22,R,BURROWAY J,IMAGINATIVE WRITING 3RD,,3,PEARSON,,P,62.95,Textbook->Faculty of Arts->100,AF101EA01.JPG,taxable,standard-rate,,
AF,101E,A,0,22,R,CISNEROS S,HOUSE ON MANGO STREET,,,RANDOM,,P,14,Textbook->Faculty of Arts->100,AF101EA02.JPG,taxable,standard-rate,,
AF,101E,A,0,22,R,ROBERTSON,THE WEATHER,,,LIT DISC,,,16,Textbook->Faculty of Arts->100,AF101EA03.JPG,taxable,standard-rate,,
AF,101F,A,22,22,R,LAREAU A,UNEQUAL CHILDHOODS,,,LOGIN,20,P,37.1,Textbook->Faculty of Arts->100,AF101FA.JPG,taxable,standard-rate,,
AF,101H,A,22,22,R,LEVACK B,WITCHCRAFT SOURCEBOOK,,,LOGIN,,P,46.95,Textbook->Faculty of Arts->100,AF101HA01.JPG,taxable,standard-rate,,
AF,101H,A,22,22,R,OLDRIDGE D,WITCHCRAFT READER 2ND,,2,LOGIN,,P,49.5,Textbook->Faculty of Arts->100,AF101HA02.JPG,taxable,standard-rate,,
AN,101,A,0,360,R,SCHULTZ ET AL,CULTURAL ANTHROPOLOGY WITH MAKING SENSE IN THE,,,OXFORD,,P,114.95,Textbook->Anthropology->100,AN101A.JPG,taxable,standard-rate,,
AN,101,B,0,360,R,SCHULTZ ET AL,CULTURAL ANTHROPOLOGY WITH MAKING SENSE IN THE,,,OXFORD,,P,114.95,Textbook->Anthropology->100,AN101B.JPG,taxable,standard-rate,,
AN,101,OC1,60,50,R,HAVILAND,CULTURAL ANTHROPOLOGY 4TH CDN ED W/COURSEMATE,,,NELSON,,P,115.95,Textbook->Anthropology->100,AN101OC101.JPG,taxable,standard-rate,,
AN,101,OC1,60,50,R,SPRADLEY,CONFORMITY AND CONFLICT,,14,PEARSON,,P,88.95,Textbook->Anthropology->100,AN101OC102.JPG,taxable,standard-rate,,
AN,202,A,0,36,R,"ERICKSON, MURPH",READINGS FOR A HISTORY OF ANTHROPOLOGICAL THEORY,,4,UTP,,P,69.95,Textbook->Anthropology->200,AN202A01.JPG,taxable,standard-rate,,
AN,202,A,0,36,R,"ERICKSON, MURPH",A HISTORY OF ANTHROPOLOGICAL THEORY,,4,UTP,,P,34.95,Textbook->Anthropology->200,AN202A02.JPG,taxable,standard-rate,,
AN,224,A,60,0,R,N/A,AN 224 A COURSE PACKAGE,,,WLUPS,,P,49.95,Textbook->Anthropology->200,AN224A01.JPG,taxable,standard-rate,,
AN,224,A,60,16,R,BEAH,A LONG WAY GONE MEMOIRS OF A BOY SOLDIER,,,NACS,,,17.9,Textbook->Anthropology->200,AN224A02.JPG,taxable,standard-rate,,
AN,224,A,60,16,R,NAZAR,SLAVE,,,HBG,,P,16,Textbook->Anthropology->200,AN224A03.JPG,taxable,standard-rate,,
AN,243,A,60,55,R,MOORE S,LAW AND ANTHROPOLOGY A READER,,,WILEY,20,P,62,Textbook->Anthropology->200,AN243A.JPG,taxable,standard-rate,,
AN,324,A,45,0,R,N/A,AN 324 (A) COURSE PACKAGE,,,WLUPS,,,126.95,Textbook->Anthropology->300,AN324A01.JPG,taxable,standard-rate,,*
AN,324,A,45,28,R,BASSO K,PORTRAITS OF THE WHITEMAN,,,LOGIN,19,,37.1,Textbook->Anthropology->300,AN324A02.JPG,taxable,standard-rate,,
AN,324,A,45,113,R,KING,TRUTH ABOUT STORIES,,,HARPER,20,P,19.95,Textbook->Anthropology->300,AN324A03.JPG,taxable,standard-rate,,
AN,326,A,45,0,R,N/A,AN 326 COURSE PACKAGE,,,WLUPS,,P,39.95,Textbook->Anthropology->300,AN326A01.JPG,taxable,standard-rate,,
AN,326,A,45,25,R,WOND D,SPEAK IT LOUDER ASIAN AMERICANS MAKING MUSIC,,,TAYLOR,,P,52.75,Textbook->Anthropology->300,AN326A02.JPG,taxable,standard-rate,,
AN,328,A,0,0,R,N/A,AN 328 COURSE PACKAGE,,,WLUPS,,,0,Textbook->Anthropology->300,AN328A01.JPG,taxable,standard-rate,,*
AN,328,A,0,16,R,LOIZOS,INNOVATION IN ETHNOGRAPHIC FILM,,,CHICAGO,19,P,27.5,Textbook->Anthropology->300,AN328A02.JPG,taxable,standard-rate,,
AN,410,A,0,10,R,O'REILLY K,ETHNOGRAPHIC METHODS 2ND,,2,LOGIN,,P,58.95,Textbook->Anthropology->400,AN410A01.JPG,taxable,standard-rate,,
AN,410,A,0,10,R,BERNARD R,RESEARCH METHODS IN ANTHROPOLOGY 5TH,,5,LOGIN,,P,84.35,Textbook->Anthropology->400,AN410A02.JPG,taxable,standard-rate,,
AR,101,A,125,190,R,RENFREW & BHAN,ARCHAEOLOGY THEORIES METHODS AND PRACTICE 6TH,,6,NORTON,,P,87.5,Textbook->Archaeology->100,AR101A.JPG,taxable,standard-rate,,
AR,101,B,125,190,R,RENFREW & BHAN,ARCHAEOLOGY THEORIES METHODS AND PRACTICE 6TH,,6,NORTON,,P,87.5,Textbook->Anthropology->100,AR101B.JPG,taxable,standard-rate,,
AR,103,A,125,0,R,KILGORE J,ESSENTIALS OF PHYSICAL ANTHROPOLOGY 9TH,,9,NELSON,,P,115.95,Textbook->Anthropology->100,AR103A.JPG,taxable,standard-rate,,
AR,214,A,70,77,R,PEDLEY J G,GREEK ART AND ARCHAEOLOGY,,5,PEARSON,20,,129.95,Textbook->Anthropology->200,AR214A.JPG,taxable,standard-rate,,
AR,220,A,24,20,R,WHITE & FOLKENS,HUMAN BONE MANUAL,,,LOGIN,20,P,57.55,Textbook->Anthropology->200,AR220A.JPG,taxable,standard-rate,,
AR,311,A,40,65,R,KUHRT A,ANCIENT NEAR EAST 3000-330 BC/2 VOLUMES,,,LOGIN,,P,140.95,Textbook->Anthropology->300,AR311A.JPG,taxable,standard-rate,,
AR,321,A,36,30,R,CLINE,OXFORD HANDBOOK OF THE BRONZE AGE AEGEAN,,,OXFORD,20,P,55,Textbook->Anthropology->300,AR321A01.JPG,taxable,standard-rate,,
AR,321,A,36,32,R,N/A,CAMBRIDGE COMPANION TO THE AEGEAN BRONZE AGE,,,CAMBRIDGE,20,P,40.95,Textbook->Anthropology->300,AR321A02.JPG,taxable,standard-rate,,*
AR,325,A,36,19,R,BOARDMAN & MURR,OXFORD HISTORY OF GREECE AND THE HELLENISTIC W,,,OXFORD,20,P,23.5,Textbook->Anthropology->300,AR325A01.JPG,taxable,standard-rate,,
AR,325,A,36,25,R,BARRINGER J,ART MYTH AND RITUAL IN CLASSICAL GREECE,,,CAMBRIDGE,20,P,36.3,Textbook->Anthropology->300,AR325A02.JPG,taxable,standard-rate,,*
AR,360,A,40,20,R,PRAETZELLIS A,DEATH BY THEORY A TALE OF MYSTERY AND ARCHAEOL,,,ROWMAN,20,P,25.25,Textbook->Anthropology->300,AR360A01.JPG,taxable,standard-rate,,
AR,360,A,40,20,R,JOHNSON M,ARCHAEOLOGICAL THEORY: INTRODUCTION 2ND,,2,WILEY,20,P,50.95,Textbook->Anthropology->300,AR360A02.JPG,taxable,standard-rate,,
AS,101,A,0,125,R,BACKMAN,ASTRO 1ST CDN PACKAGE + STARRY NIGHT CD,,,NELSON,,P,90.95,Textbook->Astronomy->100,AS101A01.JPG,taxable,standard-rate,,
AS,101,A,0,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Anthropology->100,AS101A02.JPG,taxable,standard-rate,,
AS,101,OC1,150,125,R,BACKMAN,ASTRO 1ST CDN PACKAGE + STARRY NIGHT CD,,,NELSON,,P,90.95,Textbook->Anthropology->100,AS101OC1.JPG,taxable,standard-rate,,
BI,110,A,840,650,R,NA,BIOLOGY EXPLORING THE DIVERSITY OF LIFE 2ND/GATEWAY PA,,2,NELSON,,,173.95,Textbook->Biology->100,BI110A01.JPG,taxable,standard-rate,,
BI,110,A,840,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->100,BI110A02.JPG,taxable,standard-rate,,
BI,110,B,840,650,R,NA,BIOLOGY EXPLORING THE DIVERSITY OF LIFE 2ND/GATEWAY PA,,2,NELSON,,,173.95,Textbook->Biology->100,BI110B01.JPG,taxable,standard-rate,,
BI,110,B,840,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->100,BI110B02.JPG,taxable,standard-rate,,
BI,210,A,170,145,R,NA,ESSENTIAL CLINICAL ANATOMY 4TH,,4,LOGIN,,P,80.5,Textbook->Biology->200,BI210A01.JPG,taxable,standard-rate,,
BI,210,A,170,100,R,NA,CUSTOM HUMAN ANATOMY & PHYSIOLOGY WITH PAL 3.0,,,PEARSON,,,63.95,Textbook->Biology->200,BI210A02.JPG,taxable,standard-rate,,
BI,210,A,170,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->200,BI210A03.JPG,taxable,standard-rate,,
BI,226,A,0,120,R,NA,ESSENTIALS OF GENETICS ALC WITH/HOW TO SOLVE G,,8,PEARSON,,P,157.95,Textbook->Biology->200,BI226A01.JPG,taxable,standard-rate,,
BI,226,A,0,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->200,BI226A02.JPG,taxable,standard-rate,,
BI,236,A,150,125,R,GREGORY ET AL,SOLUTION MANUAL FOR BECKERS WORLD OF CELL 8TH,,8,PEARSON,,P,57.05,Textbook->Biology->200,BI236A03.JPG,taxable,standard-rate,,*
BI,236,A,150,115,R,BECKER ET AL,WORLD OF THE CELL 8TH,,8,PEARSON,,H,172.55,Textbook->Biology->200,BI236A04.JPG,taxable,standard-rate,,
BI,236,A,150,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->200,BI236A05.JPG,taxable,standard-rate,,
BI,266,A,224,0,R,COSTEA,BI 266 A COURSE PACKAGE,,,WLUPS,,,34.95,Textbook->Biology->200,BI266A.JPG,taxable,standard-rate,,
BI,276,A,192,84,R,BROCK,CUSTOM BIOLOGY OF MICROORGANISMS VOL 1/ACCESS,,14,PEARSON,,,133.95,Textbook->Biology->200,BI276A01.JPG,taxable,standard-rate,,**
BI,276,A,192,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->200,BI276A02.JPG,taxable,standard-rate,,
BI,301,A,140,75,R,COX & MOORE,BIOGEOGRAPHY AN ECOLOGICAL AND EVOLUTIONARY AP,,8,WILEY,,P,124.95,Textbook->Biology->300,BI301A.JPG,taxable,standard-rate,,
BI,302,A,100,35,R,CONNOR & HARTI,PRIMER OF ECOLOGICAL GENETICS,,1,SINAUER,,P,58.25,Textbook->Biology->300,BI302A01.JPG,taxable,standard-rate,,
BI,302,A,100,35,R,FUTUYAMA,EVOLUTION 3RD,,,SINAUER,,,139.65,Textbook->Biology->300,BI302A02.JPG,taxable,standard-rate,,
BI,338,A,72,45,R,LODISH ET AL,MOLECULAR CELL BIOLOGY 6TH,,6,VHPS,,P,152.5,Textbook->Biology->300,BI338A01.JPG,taxable,standard-rate,,
BI,338,A,72,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Biology->300,BI338A02.JPG,taxable,standard-rate,,
BI,358,A,128,70,R,MOYES ET AL,PRINCIPLES OF ANIMAL PHYSIOLOGY 2ND,,2N,PEARSON,20,H,178.95,Textbook->Biology->300,BI358A.JPG,taxable,standard-rate,,
BI,368,A,72,50,R,NORTHEY& VON AD,MAKING SENSE A STUDENTS GUIDE TO RESEARCH AND,,,OXFORD,20,P,29.95,Textbook->Biology->300,BI368A.JPG,taxable,standard-rate,,
BI,393,A,50,45,R,CRAWLEY M,STATISTICS AN INTRODUCTION USING R,,1,WILEY,,,54.99,Textbook->Biology->300,BI393A01.JPG,taxable,standard-rate,,
BI,393,A,50,40,R,FOWLER ET AL,PRACTICAL STATISTICS FOR FIELD BIOLOGISTS 2ND,,2,WILEY,,,59.99,Textbook->Biology->300,BI393A02.JPG,taxable,standard-rate,,
BI,396P,A,36,6,R,HOPKINS & HUNER,INTRODUCTION TO PLANT PHYSIOLOGY 4TH,,4,WILEY,,H,178.95,Textbook->Biology->300,BI396PA.JPG,taxable,standard-rate,,
BI,396R,A,50,13,R,WHITE ET AL,PHYSIOLOGY AND BIOCHEMISTRY OF PROKARYOTES 4TH,,4,OXFORD,,H,137.5,Textbook->Biology->300,BI396RA.JPG,taxable,standard-rate,,
BI,405,A,32,5,R,MOOLES ET AL,ECOLOGY CONCEPTS AND APPLICATIONS /CONNECT CAR,,2,MCGRAW,,P,140.95,Textbook->Biology->400,BI405A01.JPG,taxable,standard-rate,,
BI,405,A,32,5,R,GOTELLI,PRIMER ECOLOGY 4TH,,4,SINAUER,,P,58.25,Textbook->Biology->400,BI405A02.JPG,taxable,standard-rate,,
BI,436,A,36,23,R,WRIGHT,PHOTOGRAPHIC ATLAS OF DEVELOPMENTAL BIOLOGY,,,MORTON,,P,70.35,Textbook->Biology->400,BI436A01.JPG,taxable,standard-rate,,*
BI,436,A,36,25,R,CARLSON B,HUMAN EMBROLOGY AND DEVELOPMENTAL BIOLOGY 4TH/,,4,LOGIN,,P,82.95,Textbook->Biology->400,BI436A02.JPG,taxable,standard-rate,,
BI,464,A,70,65,R,LEVETIN & MCMAH,PLANTS AND SOCIETY 6TH,,6,MCGRAW,,P,177.95,Textbook->Biology->400,BI464A.JPG,taxable,standard-rate,,
BI,475,A,24,8,R,MADSEN L,ENVIRONMENTAL MICROBIOLOGY,,1,WILEY,20,H,131.99,Textbook->Biology->400,BI475A.JPG,taxable,standard-rate,,
BI,488,A,36,10,R,PECHENIK J,BIOLOGY OF THE INVERTEBRATES 6TH,,6,MCGRAW,,H,199.95,Textbook->Biology->400,BI488A.JPG,taxable,standard-rate,,
BI,496R,A,25,8,R,COPSTEAD ET AL,PATHOPHYSIOLOGY 5TH,,5,LOGIN,,,118,Textbook->Biology->400,BI496RA.JPG,taxable,standard-rate,,
BI,496S,A,0,0,R,MOYLE ET AL,FISHES INTRODUCTION TO ICHTHYOLOGY 5TH,,,PEARSON,,P,180.95,Textbook->Biology->400,BI496SA.JPG,taxable,standard-rate,,
BI,612,A,0,45,R,CRAWLEY M,STATISTICS AN INTRODUCTION USING R,,1,WILEY,,,54.99,Textbook->Biology->600,BI612A01.JPG,taxable,standard-rate,,
BI,612,A,0,40,R,FOWLER ET AL,PRACTICAL STATISTICS FOR FIELD BIOLOGISTS 2ND,,2,WILEY,,,59.99,Textbook->Biology->600,BI612A02.JPG,taxable,standard-rate,,
BU,111,A,0,1400,R,N/A,INTRODUCTION TO UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111A01.JPG,taxable,standard-rate,,
BU,111,A,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111A02.JPG,taxable,standard-rate,,
BU,111,B,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111B01.JPG,taxable,standard-rate,,
BU,111,B,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111B02.JPG,taxable,standard-rate,,
BU,111,C,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111C01.JPG,taxable,standard-rate,,
BU,111,C,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111C02.JPG,taxable,standard-rate,,
BU,111,D,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111D01.JPG,taxable,standard-rate,,
BU,111,D,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111D02.JPG,taxable,standard-rate,,
BU,111,E,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111E01.JPG,taxable,standard-rate,,
BU,111,E,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111E02.JPG,taxable,standard-rate,,
BU,111,G,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111G01.JPG,taxable,standard-rate,,
BU,111,G,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111G02.JPG,taxable,standard-rate,,
BU,111,H,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111H01.JPG,taxable,standard-rate,,
BU,111,H,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111H02.JPG,taxable,standard-rate,,
BU,111,J,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111J01.JPG,taxable,standard-rate,,
BU,111,J,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111J02.JPG,taxable,standard-rate,,
BU,111,K,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111K01.JPG,taxable,standard-rate,,
BU,111,K,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111K02.JPG,taxable,standard-rate,,
BU,111,L,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111L01.JPG,taxable,standard-rate,,
BU,111,L,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111L02.JPG,taxable,standard-rate,,
BU,111,TA,0,1400,R,N/A,INTRODUCTION UNDERSTANDING & ASSESSING BUSINESS CUSTO,,2N,PEARSON,20,P,96.95,Textbook->Business->100,BU111TA01.JPG,taxable,standard-rate,,
BU,111,TA,0,2150,R,NA,BU 111 LAB MANUAL 2013/2014,,28,CAPTUS,,P,63.5,Textbook->Business->100,BU111TA02.JPG,taxable,standard-rate,,
BU,127,A1,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A1.JPG,taxable,standard-rate,,
BU,127,A2,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A2.JPG,taxable,standard-rate,,
BU,127,A3,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A3.JPG,taxable,standard-rate,,
BU,127,A4,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A4.JPG,taxable,standard-rate,,
BU,127,A5,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A5.JPG,taxable,standard-rate,,
BU,127,A6,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A6.JPG,taxable,standard-rate,,
BU,127,A7,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127A7.JPG,taxable,standard-rate,,
BU,127,P1,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127P1.JPG,taxable,standard-rate,,
BU,127,P2,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127P2.JPG,taxable,standard-rate,,
BU,127,P3,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127P3.JPG,taxable,standard-rate,,
BU,127,P4,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127P4.JPG,taxable,standard-rate,,
BU,127,P5,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->100,BU127P5.JPG,taxable,standard-rate,,
BU,205,A,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,133.95,Textbook->Business->200,BU205A.JPG,taxable,standard-rate,,
BU,208,A,200,150,R,LOCKER ET AL,BUSINESS COMMUNICATION WITH CONNECT ACCESS CAR,,5,MCGRAW,,P,98.95,Textbook->Business->200,BU208A.JPG,taxable,standard-rate,,
BU,208,B,200,150,R,LOCKER ET AL,BUSINESS COMMUNICATION WITH CONNECT ACCESS CAR,,5,MCGRAW,,P,98.95,Textbook->Business->200,BU208B.JPG,taxable,standard-rate,,
BU,208,C,200,150,R,LOCKER ET AL,BUSINESS COMMUNICATION WITH CONNECT ACCESS CAR,,5,MCGRAW,,P,98.95,Textbook->Business->200,BU208C.JPG,taxable,standard-rate,,
BU,223,A,0,38,R,GITMAN ET AL,PRINCIPLES OF CORPORATE FINANCE 2ND CDN,,2N,PEARSON,20,H,173.95,Textbook->Business->200,BU223A.JPG,taxable,standard-rate,,
BU,227,A1,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227A1.JPG,taxable,standard-rate,,
BU,227,A2,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227A2.JPG,taxable,standard-rate,,
BU,227,A3,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227A3.JPG,taxable,standard-rate,,
BU,227,A4,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227A4.JPG,taxable,standard-rate,,
BU,227,A5,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227A5.JPG,taxable,standard-rate,,
BU,227,B1,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227B1.JPG,taxable,standard-rate,,
BU,227,B2,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227B2.JPG,taxable,standard-rate,,
BU,227,B3,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227B3.JPG,taxable,standard-rate,,
BU,227,B4,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227B4.JPG,taxable,standard-rate,,
BU,227,C,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227C.JPG,taxable,standard-rate,,
BU,227,D,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227D.JPG,taxable,standard-rate,,
BU,227,E,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227E.JPG,taxable,standard-rate,,
BU,227,F,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227F.JPG,taxable,standard-rate,,
BU,227,G,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227G.JPG,taxable,standard-rate,,
BU,227,H,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227H.JPG,taxable,standard-rate,,
BU,227,J,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227J.JPG,taxable,standard-rate,,
BU,227,K,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227K.JPG,taxable,standard-rate,,
BU,227,L,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227L.JPG,taxable,standard-rate,,
